LineId,Time,Program,Content,EventId,EventTemplate,ParameterList
1806,07.27 10:25:01,chrome.exe *64,"hm2.cnzz.com:80 close, 666 bytes sent, 254 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['hm2.cnzz.com:80', '666', '254', '<1 sec']"
1807,07.27 10:25:02,Dropbox.exe,"www.dropbox.com:443 close, 1817 bytes (1.77 KB) sent, 5126 bytes (5.00 KB) received, lifetime 01:02",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['www.dropbox.com:443', '1817', '1.77 KB', '5126', '(5.00 KB', '01:02']"
1808,07.27 10:25:02,chrome.exe *64,"cas.criteo.com:80 close, 6780 bytes (6.62 KB) sent, 18227 bytes (17.7 KB) received, lifetime 00:12",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['cas.criteo.com:80', '6780', '6.62 KB', '18227', '(17.7 KB', '00:12']"
1809,07.27 10:25:02,chrome.exe *64,hm2.cnzz.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['hm2.cnzz.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1810,07.27 10:25:02,chrome.exe *64,"hm2.cnzz.com:80 close, 665 bytes sent, 254 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['hm2.cnzz.com:80', '665', '254', '<1 sec']"
1811,07.27 10:25:02,chrome.exe *64,hm2.cnzz.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['hm2.cnzz.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1812,07.27 10:25:02,chrome.exe *64,"hm2.cnzz.com:80 close, 665 bytes sent, 254 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['hm2.cnzz.com:80', '665', '254', '<1 sec']"
1813,07.27 10:25:02,chrome.exe *64,"cat.hk.as.criteo.com:80 close, 14584 bytes (14.2 KB) sent, 1316 bytes (1.28 KB) received, lifetime 00:12",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['cat.hk.as.criteo.com:80', '14584', '14.2 KB', '1316', '(1.28 KB', '00:12']"
1814,07.27 10:25:03,chrome.exe *64,"rtax.criteo.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:10",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['rtax.criteo.com:80', '0', '0', '00:10']"
1815,07.27 10:25:03,chrome.exe *64,hm2.cnzz.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['hm2.cnzz.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1816,07.27 10:25:03,chrome.exe *64,"hm2.cnzz.com:80 close, 665 bytes sent, 254 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['hm2.cnzz.com:80', '665', '254', '<1 sec']"
1817,07.27 10:25:03,chrome.exe *64,"ib.adnxs.com:80 close, 2063 bytes (2.01 KB) sent, 2806 bytes (2.74 KB) received, lifetime 00:10",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['ib.adnxs.com:80', '2063', '2.01 KB', '2806', '(2.74 KB', '00:10']"
1818,07.27 10:25:03,chrome.exe *64,"static.criteo.net:80 close, 444 bytes sent, 27583 bytes (26.9 KB) received, lifetime 00:13",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['static.criteo.net:80', '444', '27583', '26.9 KB', '00:13']"
1819,07.27 10:25:03,chrome.exe *64,hm2.cnzz.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['hm2.cnzz.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1820,07.27 10:25:03,chrome.exe *64,"hm2.cnzz.com:80 close, 665 bytes sent, 254 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['hm2.cnzz.com:80', '665', '254', '<1 sec']"
1821,07.27 10:25:04,chrome.exe *64,"ssp.tenmax.io:80 close, 705 bytes sent, 196 bytes received, lifetime 00:15",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['ssp.tenmax.io:80', '705', '196', '00:15']"
1822,07.27 10:25:04,chrome.exe *64,"ssp.tenmax.io:80 close, 4272 bytes (4.17 KB) sent, 15552 bytes (15.1 KB) received, lifetime 00:15",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['ssp.tenmax.io:80', '4272', '4.17 KB', '15552', '(15.1 KB', '00:15']"
1823,07.27 10:25:04,chrome.exe *64,"ssp.tenmax.io:80 close, 8534 bytes (8.33 KB) sent, 16932 bytes (16.5 KB) received, lifetime 00:15",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['ssp.tenmax.io:80', '8534', '8.33 KB', '16932', '(16.5 KB', '00:15']"
1824,07.27 10:25:04,chrome.exe *64,"ssp.tenmax.io:80 close, 659 bytes sent, 196 bytes received, lifetime 00:15",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['ssp.tenmax.io:80', '659', '196', '00:15']"
1825,07.27 10:25:04,chrome.exe *64,"cdn.doublemax.net:80 close, 0 bytes sent, 0 bytes received, lifetime 00:10",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['cdn.doublemax.net:80', '0', '0', '00:10']"
1826,07.27 10:25:04,chrome.exe *64,hm2.cnzz.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['hm2.cnzz.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1827,07.27 10:25:04,chrome.exe *64,"hm2.cnzz.com:80 close, 665 bytes sent, 254 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['hm2.cnzz.com:80', '665', '254', '<1 sec']"
1828,07.27 10:25:04,chrome.exe *64,"m.doublemax.net:443 close, 1358 bytes (1.32 KB) sent, 5539 bytes (5.40 KB) received, lifetime 00:11",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['m.doublemax.net:443', '1358', '1.32 KB', '5539', '(5.40 KB', '00:11']"
1829,07.27 10:25:04,chrome.exe *64,"m.doublemax.net:443 close, 1528 bytes (1.49 KB) sent, 5527 bytes (5.39 KB) received, lifetime 00:11",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['m.doublemax.net:443', '1528', '1.49 KB', '5527', '(5.39 KB', '00:11']"
1830,07.27 10:25:05,chrome.exe *64,"us.avatars.manhuaren.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['us.avatars.manhuaren.com:80', '0', '0', '00:11']"
1831,07.27 10:25:05,chrome.exe *64,hm2.cnzz.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['hm2.cnzz.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1832,07.27 10:25:05,chrome.exe *64,"hm2.cnzz.com:80 close, 666 bytes sent, 254 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['hm2.cnzz.com:80', '666', '254', '<1 sec']"
1833,07.27 10:25:05,chrome.exe *64,"rtax.criteo.com:80 close, 13744 bytes (13.4 KB) sent, 6384 bytes (6.23 KB) received, lifetime 00:16",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['rtax.criteo.com:80', '13744', '13.4 KB', '6384', '(6.23 KB', '00:16']"
1834,07.27 10:25:06,chrome.exe *64,hm2.cnzz.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['hm2.cnzz.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1835,07.27 10:25:06,chrome.exe *64,"hm2.cnzz.com:80 close, 665 bytes sent, 254 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['hm2.cnzz.com:80', '665', '254', '<1 sec']"
1836,07.27 10:25:09,chrome.exe *64,"rtax.criteo.com:80 close, 34441 bytes (33.6 KB) sent, 12069 bytes (11.7 KB) received, lifetime 00:20",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['rtax.criteo.com:80', '34441', '33.6 KB', '12069', '(11.7 KB', '00:20']"
1837,07.27 10:25:10,chrome.exe *64,hm2.cnzz.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['hm2.cnzz.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1838,07.27 10:25:10,chrome.exe *64,"hm2.cnzz.com:80 close, 667 bytes sent, 254 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['hm2.cnzz.com:80', '667', '254', '<1 sec']"
1839,07.27 10:25:11,chrome.exe *64,hm2.cnzz.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['hm2.cnzz.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1840,07.27 10:25:11,chrome.exe *64,"hm2.cnzz.com:80 close, 666 bytes sent, 254 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['hm2.cnzz.com:80', '666', '254', '<1 sec']"
1841,07.27 10:25:13,chrome.exe *64,"yt3.ggpht.com:443 close, 2931 bytes (2.86 KB) sent, 14988 bytes (14.6 KB) received, lifetime 04:35",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['yt3.ggpht.com:443', '2931', '2.86 KB', '14988', '(14.6 KB', '04:35']"
1842,07.27 10:25:13,chrome.exe *64,"i9.ytimg.com:443 close, 8818 bytes (8.61 KB) sent, 556684 bytes (543 KB) received, lifetime 10:14",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['i9.ytimg.com:443', '8818', '8.61 KB', '556684', '(543 KB', '10:14']"
1843,07.27 10:25:13,chrome.exe *64,"i1.ytimg.com:443 close, 1320 bytes (1.28 KB) sent, 23959 bytes (23.3 KB) received, lifetime 04:00",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['i1.ytimg.com:443', '1320', '1.28 KB', '23959', '(23.3 KB', '04:00']"
1844,07.27 10:25:13,chrome.exe *64,"clients1.google.com:443 close, 1844 bytes (1.80 KB) sent, 489 bytes received, lifetime 04:00",3ced113c,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes received, lifetime <*>","['clients1.google.com:443', '1844', '1.80 KB', '489', '04:00']"
1845,07.27 10:25:13,chrome.exe *64,"pubads.g.doubleclick.net:443 close, 4215 bytes (4.11 KB) sent, 19397 bytes (18.9 KB) received, lifetime 04:00",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['pubads.g.doubleclick.net:443', '4215', '4.11 KB', '19397', '(18.9 KB', '04:00']"
1846,07.27 10:25:13,chrome.exe *64,"kdcl.pchome.com.tw:443 close, 313 bytes sent, 214 bytes received, lifetime 00:20",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['kdcl.pchome.com.tw:443', '313', '214', '00:20']"
1847,07.27 10:25:14,chrome.exe *64,"kdcl.pchome.com.tw:443 close, 388 bytes sent, 4666 bytes (4.55 KB) received, lifetime 00:20",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['kdcl.pchome.com.tw:443', '388', '4666', '4.55 KB', '00:20']"
1848,07.27 10:25:14,chrome.exe *64,"kdcl.pchome.com.tw:443 close, 388 bytes sent, 4666 bytes (4.55 KB) received, lifetime 00:20",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['kdcl.pchome.com.tw:443', '388', '4666', '4.55 KB', '00:20']"
1849,07.27 10:25:14,chrome.exe *64,"kdcl.pchome.com.tw:443 close, 6065 bytes (5.92 KB) sent, 70282 bytes (68.6 KB) received, lifetime 00:40",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['kdcl.pchome.com.tw:443', '6065', '5.92 KB', '70282', '(68.6 KB', '00:40']"
1850,07.27 10:25:14,chrome.exe *64,"s0.2mdn.net:443 close, 2843 bytes (2.77 KB) sent, 90925 bytes (88.7 KB) received, lifetime 04:01",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['s0.2mdn.net:443', '2843', '2.77 KB', '90925', '(88.7 KB', '04:01']"
1851,07.27 10:25:15,chrome.exe *64,"ad.doubleclick.net:443 close, 1625 bytes (1.58 KB) sent, 486 bytes received, lifetime 04:01",3ced113c,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes received, lifetime <*>","['ad.doubleclick.net:443', '1625', '1.58 KB', '486', '04:01']"
1852,07.27 10:25:15,chrome.exe *64,"s.youtube.com:443 close, 173780 bytes (169 KB) sent, 36058 bytes (35.2 KB) received, lifetime 34:43",a40bb140,"<*> close, <*> bytes <*> <*>) sent, <*> bytes (<*> <*>) received, lifetime <*>","['s.youtube.com:443', '173780', '(169 KB', '36058', '35.2 KB', '34:43']"
1853,07.27 10:25:16,chrome.exe *64,"www.youtube.com:443 close, 179478 bytes (175 KB) sent, 1756529 bytes (1.67 MB) received, lifetime 34:44",a40bb140,"<*> close, <*> bytes <*> <*>) sent, <*> bytes (<*> <*>) received, lifetime <*>","['www.youtube.com:443', '179478', '(175 KB', '1756529', '1.67 MB', '34:44']"
1854,07.27 10:25:18,chrome.exe *64,"ads.yap.yahoo.com:443 close, 7878 bytes (7.69 KB) sent, 51598 bytes (50.3 KB) received, lifetime 00:46",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['ads.yap.yahoo.com:443', '7878', '7.69 KB', '51598', '(50.3 KB', '00:46']"
1855,07.27 10:25:23,chrome.exe *64,"clg.doublemax.net:80 close, 2359 bytes (2.30 KB) sent, 702 bytes received, lifetime 00:50",3ced113c,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes received, lifetime <*>","['clg.doublemax.net:80', '2359', '2.30 KB', '702', '00:50']"
1856,07.27 10:25:28,chrome.exe *64,"clg.doublemax.net:443 close, 363 bytes sent, 5287 bytes (5.16 KB) received, lifetime 00:35",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['clg.doublemax.net:443', '363', '5287', '5.16 KB', '00:35']"
1857,07.27 10:25:29,chrome.exe *64,"clg.doublemax.net:443 close, 2750 bytes (2.68 KB) sent, 988 bytes received, lifetime 00:56",3ced113c,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes received, lifetime <*>","['clg.doublemax.net:443', '2750', '2.68 KB', '988', '00:56']"
1858,07.27 10:25:30,chrome.exe *64,"c.cnzz.com:80 close, 395 bytes sent, 11518 bytes (11.2 KB) received, lifetime 02:00",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['c.cnzz.com:80', '395', '11518', '11.2 KB', '02:00']"
1859,07.27 10:25:30,chrome.exe *64,"c.cnzz.com:80 close, 406 bytes sent, 1283 bytes (1.25 KB) received, lifetime 02:00",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['c.cnzz.com:80', '406', '1283', '1.25 KB', '02:00']"
1860,07.27 10:25:30,chrome.exe *64,"c.cnzz.com:80 close, 395 bytes sent, 11512 bytes (11.2 KB) received, lifetime 02:00",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['c.cnzz.com:80', '395', '11512', '11.2 KB', '02:00']"
1861,07.27 10:25:30,chrome.exe *64,"c.cnzz.com:80 close, 406 bytes sent, 3168 bytes (3.09 KB) received, lifetime 02:00",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['c.cnzz.com:80', '406', '3168', '3.09 KB', '02:00']"
1862,07.27 10:25:31,chrome.exe *64,hm2.cnzz.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['hm2.cnzz.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1863,07.27 10:25:31,chrome.exe *64,"hm2.cnzz.com:80 close, 667 bytes sent, 254 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['hm2.cnzz.com:80', '667', '254', '<1 sec']"
1864,07.27 10:25:36,chrome.exe *64,"tenmaximg.cacafly.net:80 close, 998 bytes sent, 52176 bytes (50.9 KB) received, lifetime 01:03",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['tenmaximg.cacafly.net:80', '998', '52176', '50.9 KB', '01:03']"
1865,07.27 10:25:41,chrome.exe *64,"mhfm3.us.cdndm5.com:80 close, 420 bytes sent, 10380 bytes (10.1 KB) received, lifetime 02:12",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['mhfm3.us.cdndm5.com:80', '420', '10380', '10.1 KB', '02:12']"
1866,07.27 10:25:41,chrome.exe *64,"mhfm3.us.cdndm5.com:80 close, 845 bytes sent, 31178 bytes (30.4 KB) received, lifetime 02:12",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['mhfm3.us.cdndm5.com:80', '845', '31178', '30.4 KB', '02:12']"
1867,07.27 10:25:41,chrome.exe *64,"mhfm3.us.cdndm5.com:80 close, 423 bytes sent, 12751 bytes (12.4 KB) received, lifetime 02:12",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['mhfm3.us.cdndm5.com:80', '423', '12751', '12.4 KB', '02:12']"
1868,07.27 10:25:41,chrome.exe *64,"mhfm8.us.cdndm5.com:80 close, 420 bytes sent, 13141 bytes (12.8 KB) received, lifetime 02:12",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['mhfm8.us.cdndm5.com:80', '420', '13141', '12.8 KB', '02:12']"
1869,07.27 10:25:41,chrome.exe *64,"mhfm7.us.cdndm5.com:80 close, 423 bytes sent, 14262 bytes (13.9 KB) received, lifetime 02:12",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['mhfm7.us.cdndm5.com:80', '423', '14262', '13.9 KB', '02:12']"
1870,07.27 10:25:41,chrome.exe *64,"mhfm4.us.cdndm5.com:80 close, 423 bytes sent, 25053 bytes (24.4 KB) received, lifetime 02:12",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['mhfm4.us.cdndm5.com:80', '423', '25053', '24.4 KB', '02:12']"
1871,07.27 10:25:41,chrome.exe *64,"mhfm7.us.cdndm5.com:80 close, 423 bytes sent, 14212 bytes (13.8 KB) received, lifetime 02:12",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['mhfm7.us.cdndm5.com:80', '423', '14212', '13.8 KB', '02:12']"
1872,07.27 10:25:41,chrome.exe *64,"mhfm9.us.cdndm5.com:80 close, 423 bytes sent, 14032 bytes (13.7 KB) received, lifetime 02:12",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['mhfm9.us.cdndm5.com:80', '423', '14032', '13.7 KB', '02:12']"
1873,07.27 10:25:41,chrome.exe *64,"mhfm3.us.cdndm5.com:80 close, 423 bytes sent, 14074 bytes (13.7 KB) received, lifetime 02:12",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['mhfm3.us.cdndm5.com:80', '423', '14074', '13.7 KB', '02:12']"
1874,07.27 10:25:41,chrome.exe *64,"mhfm4.us.cdndm5.com:80 close, 403 bytes sent, 20436 bytes (19.9 KB) received, lifetime 02:12",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['mhfm4.us.cdndm5.com:80', '403', '20436', '19.9 KB', '02:12']"
1875,07.27 10:25:41,chrome.exe *64,"mhfm4.us.cdndm5.com:80 close, 422 bytes sent, 7098 bytes (6.93 KB) received, lifetime 02:12",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['mhfm4.us.cdndm5.com:80', '422', '7098', '6.93 KB', '02:12']"
1876,07.27 10:25:41,chrome.exe *64,"mhfm7.us.cdndm5.com:80 close, 423 bytes sent, 16472 bytes (16.0 KB) received, lifetime 02:12",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['mhfm7.us.cdndm5.com:80', '423', '16472', '16.0 KB', '02:12']"
1877,07.27 10:25:42,chrome.exe *64,"tel.avatars.manhuaren.com:80 close, 427 bytes sent, 9089 bytes (8.87 KB) received, lifetime 01:59",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['tel.avatars.manhuaren.com:80', '427', '9089', '8.87 KB', '01:59']"
1878,07.27 10:25:43,chrome.exe *64,"pubs2-asia.creativecdn.com:443 close, 2005 bytes (1.95 KB) sent, 5346 bytes (5.22 KB) received, lifetime 01:56",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['pubs2-asia.creativecdn.com:443', '2005', '1.95 KB', '5346', '(5.22 KB', '01:56']"
1879,07.27 10:25:43,chrome.exe *64,"pubs2-asia.creativecdn.com:443 close, 568 bytes sent, 409 bytes received, lifetime 00:50",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['pubs2-asia.creativecdn.com:443', '568', '409', '00:50']"
1880,07.27 10:25:44,chrome.exe *64,"w.cnzz.com:80 close, 1669 bytes (1.62 KB) sent, 46088 bytes (45.0 KB) received, lifetime 02:38",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['w.cnzz.com:80', '1669', '1.62 KB', '46088', '(45.0 KB', '02:38']"
1881,07.27 10:25:44,chrome.exe *64,"c.cnzz.com:80 close, 1670 bytes (1.63 KB) sent, 8882 bytes (8.67 KB) received, lifetime 02:37",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['c.cnzz.com:80', '1670', '1.63 KB', '8882', '(8.67 KB', '02:37']"
1882,07.27 10:25:49,chrome.exe *64,"unpkg.zhimg.com:443 close, 775 bytes sent, 3808 bytes (3.71 KB) received, lifetime 03:31",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['unpkg.zhimg.com:443', '775', '3808', '3.71 KB', '03:31']"
1883,07.27 10:25:50,chrome.exe *64,hm2.cnzz.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['hm2.cnzz.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1884,07.27 10:25:50,chrome.exe *64,"hm2.cnzz.com:80 close, 668 bytes sent, 254 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['hm2.cnzz.com:80', '668', '254', '<1 sec']"
1885,07.27 10:25:51,chrome.exe *64,"mhfm4.us.cdndm5.com:80 close, 1657 bytes (1.61 KB) sent, 56726 bytes (55.3 KB) received, lifetime 02:22",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['mhfm4.us.cdndm5.com:80', '1657', '1.61 KB', '56726', '(55.3 KB', '02:22']"
1886,07.27 10:25:51,chrome.exe *64,"mhfm4.us.cdndm5.com:80 close, 838 bytes sent, 17732 bytes (17.3 KB) received, lifetime 02:22",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['mhfm4.us.cdndm5.com:80', '838', '17732', '17.3 KB', '02:22']"
1887,07.27 10:25:51,chrome.exe *64,"css122.us.cdndm.com:80 close, 2598 bytes (2.53 KB) sent, 59665 bytes (58.2 KB) received, lifetime 02:23",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['css122.us.cdndm.com:80', '2598', '2.53 KB', '59665', '(58.2 KB', '02:23']"
1888,07.27 10:25:52,chrome.exe *64,"mhfm4.us.cdndm5.com:80 close, 1676 bytes (1.63 KB) sent, 42174 bytes (41.1 KB) received, lifetime 02:23",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['mhfm4.us.cdndm5.com:80', '1676', '1.63 KB', '42174', '(41.1 KB', '02:23']"
1889,07.27 10:25:52,chrome.exe *64,"pixel.rubiconproject.com:80 close, 16716 bytes (16.3 KB) sent, 12600 bytes (12.3 KB) received, lifetime 02:05",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['pixel.rubiconproject.com:80', '16716', '16.3 KB', '12600', '(12.3 KB', '02:05']"
1890,07.27 10:25:54,chrome.exe *64,"tw-gmtdmp.mookie1.com:80 close, 1857 bytes (1.81 KB) sent, 1929 bytes (1.88 KB) received, lifetime 02:08",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['tw-gmtdmp.mookie1.com:80', '1857', '1.81 KB', '1929', '(1.88 KB', '02:08']"
1891,07.27 10:25:54,chrome.exe *64,"kdpic.pchome.com.tw:443 close, 835 bytes sent, 3222 bytes (3.14 KB) received, lifetime 01:01",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['kdpic.pchome.com.tw:443', '835', '3222', '3.14 KB', '01:01']"
1892,07.27 10:25:54,chrome.exe *64,"dmp.eland-tech.com:80 close, 3565 bytes (3.48 KB) sent, 378 bytes received, lifetime 02:07",3ced113c,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes received, lifetime <*>","['dmp.eland-tech.com:80', '3565', '3.48 KB', '378', '02:07']"
1893,07.27 10:25:54,chrome.exe *64,"dmp.eland-tech.com:80 close, 3234 bytes (3.15 KB) sent, 1780 bytes (1.73 KB) received, lifetime 02:07",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['dmp.eland-tech.com:80', '3234', '3.15 KB', '1780', '(1.73 KB', '02:07']"
1894,07.27 10:25:54,chrome.exe *64,"kdpic.pchome.com.tw:443 close, 835 bytes sent, 3222 bytes (3.14 KB) received, lifetime 01:01",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['kdpic.pchome.com.tw:443', '835', '3222', '3.14 KB', '01:01']"
